,Genre,ZCR_Mean,RMSE_Mean,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12
2436,Folk,0.053819533437,5.060921669,,-125.46199036,144.44128418,-16.616371155,46.98192215,-7.004181385,20.66100502,-7.1419429779,14.064517975,1.2185641527,6.0828242302,-1.1370710135,2.0954012871
2437,Folk,0.060170203447,5.087916851,,-150.11605835,125.4557724,-11.792751312,39.523296356,8.7966279984,22.735788345,-5.9743924141,14.206436157,-1.0041188002,5.6684317589,-2.06260252,6.8283381462
2438,Folk,0.099691085517,3.1259803772,,-171.84613037,119.30397797,-16.460630417,19.88215065,2.8844294548,24.481231689,1.5037559271,14.554292679,-5.1172628403,7.7830643654,-3.8487672806,2.722602129
2439,Pop,0.055588018149,5.2706680298,,-176.12710571,98.35874939,-24.944559097,66.196014404,-3.7476868629,14.385450363,3.9797263145,15.610673904,-1.9357455969,10.535654068,-1.516526103,9.5662202835
2440,Pop,0.035689778626,1.1266390085,,-423.33496094,54.882236481,-18.113162994,5.35871315,-1.320504427,0.4243196547,-7.3178048134,-5.0251998901,-4.0695061684,-6.5889306068,-5.6260023117,-5.0550789833
2441,Pop,0.092021249235,9.9536628723,,-25.700357437,114.56965637,-7.9950370789,26.225847244,-1.5347270966,11.305342674,-5.9930686951,11.057211876,-5.3128166199,10.457696915,-5.1448512077,8.6953458786
2442,Experimental,0.029962582514,1.623185277,,-443.06713867,96.818229675,27.865385056,21.277519226,19.450143814,-3.3604736328,-16.637960434,-9.7389373779,-7.5683226585,-13.738100052,-11.50868988,0.42047604918
2443,Experimental,0.051054626703,1.5480736494,,-416.2833252,124.81565857,41.44235611,1.4257986546,-10.090465546,-6.7036323547,-6.0545854568,-5.217195034,4.2822036743,15.720467567,12.881807327,1.9742848873
2444,Experimental,0.019764447585,1.5025370121,,-450.61392212,127.81054688,46.504806519,18.031352997,13.201346397,13.158156395,15.923782349,9.5904779434,-2.9802129269,-0.80741232634,16.712339401,26.885908127
2445,Experimental,0.015852347016,2.7878661156,,-373.59567261,167.09417725,42.481658936,18.712032318,8.4379920959,12.124001503,14.791991234,22.355821609,14.025318146,11.821675301,1.0946669579,-7.6416864395
2446,Experimental,0.20657739043,1.4798623323,,-278.93045044,61.039234161,-11.187270164,19.024394989,10.946475983,5.2545204163,10.27404213,1.6275069714,-2.1524028778,1.7658116817,4.3834195137,2.2069263458
2447,Experimental,0.091333046556,2.538834095,,-279.12591553,166.20056152,-95.672195435,-17.412576675,47.038776398,9.664390564,2.63676548,-11.673051834,-22.481557846,-4.2487201691,1.1363364458,-2.4148254395
2448,Instrumental,0.12321294099,14.392505646,,1.9605876207,95.584312439,-0.16851621866,55.555175781,-33.259880066,4.0382261276,-6.7362208366,3.0433576107,-3.424601078,0.49344033003,0.037437155843,1.483048439
2449,Electronic,0.04273917526,4.7299013138,,-182.49975586,128.8215332,13.140885353,27.415971756,-1.5962156057,27.5125103,0.35893338919,16.057949066,-3.0504355431,13.787662506,-2.4007470608,9.9095230103
2450,Instrumental,0.037009015679,6.5020537376,,-219.33770752,151.34849548,3.4404623508,26.11533165,10.829378128,23.406991959,6.7111744881,14.766593933,5.4860730171,1.1843600273,1.9753504992,3.5201632977
2451,Pop,0.054801344872,7.1929993629,,-75.925079346,149.58494568,-28.093019485,32.23487854,15.797534943,13.272792816,-5.5294294357,12.864787102,-2.1142327785,3.9229469299,-1.2096990347,1.5261696577
2452,Pop,0.039108436555,3.7924029827,,-223.58779907,152.56771851,-3.6699957848,9.2219734192,9.857339859,9.5936021805,-3.6236929893,-2.1178712845,-3.509237051,-0.18641105294,-2.5973570347,-0.18089684844
2453,Pop,0.062628731132,6.7846670151,,-67.394599915,140.53965759,-28.5131073,26.711057663,5.6745576859,12.75356102,2.2922086716,9.0463409424,-6.6599884033,7.2048273087,-7.0581855774,6.1651201248
2454,Experimental,0.060401078314,7.2119703293,,-81.086128235,136.37481689,-22.217168808,51.800758362,-18.293073654,2.4216580391,-1.46892941,13.304103851,4.3745756149,19.472202301,1.9084736109,8.6919469833
2455,Experimental,0.052339553833,3.0845658779,,-169.6295929,159.79403687,-34.996101379,45.027484894,-13.845453262,12.111859322,-5.778939724,1.8094277382,-3.8190734386,5.3754515648,-3.7121610641,4.99162817
2456,Rock,0.079944938421,4.8071875572,,-89.038352966,138.71279907,-52.527542114,42.145996094,-16.127044678,19.159286499,-14.250575066,9.5520458221,-6.4406447411,0.81917256117,-3.8370313644,2.8191175461
2457,Electronic,0.051857203245,9.6163358688,,-52.104217529,95.471008301,3.0003182888,32.273239136,4.2970194817,25.301239014,2.6107888222,20.156003952,-5.6872258186,12.237614632,-5.7671380043,13.677780151
2458,Rock,0.055608183146,2.2144744396,,-185.55194092,163.6638031,-41.768348694,30.644657135,-9.8658485413,8.3883857727,-11.18770504,1.1484283209,-6.8507065773,-2.8220598698,-1.3279889822,-3.3784484863
2459,Experimental,0.037939075381,2.7791726589,,-305.5296936,199.67367554,-12.952033997,-43.388530731,15.743873596,9.3863983154,-17.674846649,-5.8937473297,0.57555681467,-9.2180776596,-0.49451640248,5.6173396111
2460,Experimental,0.031060066074,2.0804884434,,-345.30993652,217.25463867,15.624754906,-24.469755173,24.811883926,20.058311462,-6.4797072411,0.47527825832,7.7759432793,0.50122332573,-1.8010543585,-7.8382167816
2461,Experimental,0.027740458027,2.7918462753,,-291.64682007,214.79345703,16.433523178,-33.666275024,14.110212326,18.546070099,-7.7383365631,-6.4753856659,0.90143430233,-4.9113507271,-3.2150313854,1.9189168215
2462,Experimental,0.036778151989,3.0474131107,,-301.59033203,179.8074646,-8.5304145813,-25.249565125,28.988109589,21.729349136,1.2429498434,9.2111101151,3.7828967571,-10.455539703,0.29219543934,5.3056983948
2463,Experimental,0.03680048883,2.4367921352,,-325.18365479,186.47035217,-12.801614761,-38.148651123,16.258684158,1.4521334171,-28.212703705,-14.851773262,-9.6598863602,-19.610095978,-5.5345578194,6.6201686859
2464,Folk,0.048655640334,2.8106684685,,-195.83113098,157.25047302,-30.886766434,42.198249817,0.75768297911,24.287427902,-14.593338966,16.558446884,-2.7474136353,0.93394452333,1.3769418001,-2.9324884415
2465,Folk,0.02439471893,0.98397672176,,-386.05239868,127.64741516,23.450866699,41.016265869,19.519102097,13.202144623,10.765962601,16.764120102,4.9909296036,4.8424725533,4.7915463448,0.73926651478
2466,Folk,0.018517857417,0.79465025663,,-421.03793335,143.24528503,34.139602661,35.256195068,14.995407104,12.076786995,10.817844391,15.70460701,3.0832741261,5.0454797745,4.614013195,2.472584486
2467,Rock,0.059144191444,2.3373618126,,-186.73725891,168.26876831,-45.170093536,23.955703735,7.882267952,15.91179657,-12.563918114,4.3703112602,-3.4710652828,4.1156044006,-5.2856235504,1.1059305668
2468,Rock,0.065782107413,2.1958386898,,-181.93530273,161.98698425,-48.600246429,27.8046875,6.6159982681,15.041446686,-14.966423988,7.0852513313,-8.1891231537,3.2255074978,-8.3068971634,1.0023872852
2469,Rock,0.058282911777,1.8600543737,,-224.47570801,175.75444031,-52.65303421,27.856624603,9.0868206024,8.1290311813,-3.4614453316,3.0823628902,2.8193740845,0.2614877224,-0.44448277354,-4.7361607552
2470,Rock,0.075347721577,2.5281245708,,-164.15719604,148.55410767,-52.760677338,28.811925888,-5.3110432625,19.80474472,-16.932872772,5.3409013748,-6.6658611298,5.9726409912,-9.1425542831,-0.034750908613
2471,International,0.036598853767,4.791156292,,-213.84698486,125.59326172,14.459963799,54.804847717,12.546128273,33.15152359,-19.129110336,21.910575867,-5.1398177147,0.010668332689,8.1542263031,1.758230567
2472,International,0.03194783628,4.0826845169,,-231.09646606,152.73126221,-1.9555597305,30.64295578,-2.460057497,16.74630928,8.7293872833,4.9870085716,-1.8969933987,-2.3783454895,-8.1975660324,-8.9672927856
2473,International,0.073116213083,4.3873896599,,-187.91470337,134.06552124,0.54276400805,41.268688202,1.9288563728,33.973453522,-19.064756393,16.644430161,-3.8461420536,10.560260773,-7.0160365105,3.6221840382
2474,Hip-Hop,0.036665990949,7.0695948601,,-136.71960449,155.7043457,-13.988375664,23.525907516,-11.970579147,2.7647807598,-11.080791473,5.2435097694,1.7175761461,8.0977859497,0.69174587727,3.6251039505
2475,Hip-Hop,0.064850240946,5.561352253,,-119.84860992,154.13378906,-45.787899017,25.525924683,2.5407950878,12.188549995,-15.126874924,4.9074187279,-8.3758468628,3.6042573452,-3.7866089344,0.67642265558
2476,Hip-Hop,0.054552420974,7.8384847641,,-146.40077209,156.20497131,-5.6851830482,28.258594513,-7.8977589607,15.675217628,-2.2199897766,14.49933815,-1.2542091608,5.9286174774,-2.0504209995,1.0512443781
2477,Hip-Hop,0.073847897351,4.8935236931,,-120.80471802,112.12987518,-36.130138397,31.401996613,-27.256780624,29.17921257,-12.045033455,29.214836121,-24.303524017,8.1272802353,-9.7412805557,18.238494873
2478,Hip-Hop,0.039857566357,6.0874662399,,-190.78385925,231.86624146,-21.842376709,-10.520023346,-2.9985721111,-26.835962296,-25.185058594,2.1905963421,0.4828582108,-7.2299485207,-16.075727463,-8.2391929626
2479,Rock,0.06015034765,8.1996927261,,-61.684585571,173.42897034,-54.42162323,32.204536438,-24.410097122,15.177041054,-9.3657817841,5.6900539398,-9.3228063583,3.2982399464,-4.9125881195,1.1708353758
2480,Rock,0.05792286247,10.063278198,,-24.271373749,181.19415283,-51.07081604,27.318813324,-27.487459183,20.471164703,-8.3380746841,8.3780498505,-3.5998373032,0.4696957767,-1.0944199562,-0.47982448339
2481,Experimental,0.0436610654,1.7402551174,,-276.85128784,145.56767273,-15.201763153,19.314353943,-16.004652023,-20.548257828,-14.824264526,-17.26241684,-15.034301758,-16.557455063,-15.474867821,-10.021368027
2482,Experimental,0.073567561805,1.7533153296,,-192.27587891,146.61299133,-27.124519348,28.653326035,-15.309110641,10.33751297,-12.042943954,14.038066864,0.87306028605,0.43676313758,-12.00300312,7.1652059555
2483,Experimental,0.067199647427,3.0259680748,,-247.0554657,105.61270905,-9.2958993912,28.897188187,2.3067872524,19.61444664,-4.401432991,1.1116088629,3.9085745811,-1.2469168901,-2.261207819,2.1651263237
2484,Experimental,0.10132427514,1.0968732834,,-334.52651978,148.72795105,-36.153671265,31.234498978,8.0932149887,30.15511322,0.36175459623,-5.9404916763,-1.7269933224,-6.298271656,7.3570799828,-8.3058481216
2485,Experimental,0.061191268265,2.6516628265,,-241.87254333,106.73173523,22.392303467,36.899116516,1.7805255651,18.179204941,-11.764874458,10.486152649,-7.7876358032,-1.2896821499,-19.498491287,-1.3910899162
2486,Rock,0.016636744142,6.4251236916,,-234.9835968,225.29954529,6.8218455315,0.84235942364,8.8489837646,1.9164911509,6.0624175072,6.0981178284,8.5547637939,6.7323641777,5.5629405975,10.972722054
2487,Experimental,0.14219416678,4.1845955849,,-129.67712402,69.857429504,-59.737556458,66.149147034,-2.1969976425,30.61541748,4.7153706551,20.479644775,0.13155885041,14.197897911,-4.3829488754,12.11326313
2488,Experimental,0.14492493868,2.2858943939,,-283.6663208,54.232086182,-20.058856964,18.415750504,4.6019291878,3.8626759052,5.4577102661,0.4638055861,4.5932135582,13.334056854,8.1753454208,8.1172237396
2489,Experimental,0.15255950391,3.5204217434,,-99.891586304,118.18484497,-54.717628479,38.518634796,-24.727582932,18.871419907,-16.491447449,8.3892850876,-3.6949679852,-11.255470276,-8.8111057281,2.145011425
2490,Experimental,0.015089258552,2.9300665855,,-356.26046753,124.26732635,39.753986359,23.506591797,20.70775032,21.569478989,20.294740677,14.231060028,5.28992939,3.8604006767,8.4048490524,10.716844559
2491,Experimental,0.061280161142,1.6023651361,,-306.91833496,155.47669983,-12.572894096,3.6453783512,-3.1133556366,4.8401546478,5.3098983765,-8.5838871002,-9.8067188263,-1.1354577541,0.78531908989,-3.1401982307
2492,Experimental,0.036393463612,2.9962897301,,-271.28668213,135.7020874,-24.681774139,30.015335083,-9.6462230682,15.217404366,-3.3730602264,-7.6635017395,9.1967039108,13.668738365,20.702560425,9.6455364227
2493,Experimental,0.040553942323,1.2169116735,,-359.94003296,178.0415802,-27.259737015,16.699136734,8.8648939133,8.7467794418,16.379461288,-8.7342433929,-12.236575127,4.4999237061,14.47002697,12.428163528
2494,Experimental,0.027698636055,1.1819616556,,-328.85494995,139.73153687,23.984899521,17.551099777,4.2610478401,7.7709197998,17.997886658,-1.8885329962,-16.235769272,-2.0854291916,1.4710725546,0.80023223162
2495,Pop,0.049460891634,4.2309908867,,-119.79396057,181.30204773,-47.355369568,36.600311279,-24.676801682,7.3229951859,-8.3699445724,6.1293177605,-6.2415332794,2.4978632927,-2.7419421673,2.5549292564
2496,Pop,0.070687890053,5.0210461617,,-83.344520569,151.51712036,-53.254657745,35.397800446,-21.671937943,12.625770569,-11.557531357,15.095315933,-8.1579303741,9.427189827,-0.75780689716,5.8658790588
2497,Pop,0.052756357938,2.3630983829,,-202.20318604,176.20149231,-45.149436951,23.394716263,-14.42029953,11.252352715,-3.2297391891,10.785334587,-2.8836331367,3.1243171692,7.3249487877,-0.15349777043
2498,Folk,0.056005999446,3.8570144176,,-175.7462616,174.37458801,-44.763969421,16.81036377,6.7764430046,20.82730484,10.784881592,7.4691529274,-0.58026820421,1.1598273516,1.9892481565,-0.79460859299
2499,Folk,0.10461879522,5.8071374893,,-95.503684998,130.56648254,-92.576965332,49.112518311,3.8853304386,30.889167786,5.442504406,19.24846077,8.2538566589,6.325879097,9.5102996826,2.1560766697
2500,Pop,0.020759796724,1.2570561171,,-355.17355347,120.48233795,28.401958466,22.216222763,20.072301865,8.6675748825,4.4487719536,-1.6800618172,-4.0768618584,-3.0043075085,-3.5848112106,-2.9713704586
2501,Pop,0.041240628809,4.795106411,,-178.68185425,170.11004639,-42.434310913,32.774410248,13.528162003,10.219649315,-0.028435926884,1.9309710264,-4.0852899551,4.6995973587,-0.65035438538,3.5253798962
2502,Pop,0.050559248775,1.2572925091,,-305.43673706,134.09185791,-19.723894119,27.260211945,7.8213558197,-5.3028531075,-6.7435903549,-15.780479431,-6.915810585,-10.753584862,-6.8217754364,-3.2505776882
2503,Pop,0.059563886374,6.1004776955,,-200.30278015,131.68623352,-28.311840057,46.71036911,19.464914322,13.444734573,13.664820671,9.3726453781,5.2763504982,4.7645835876,3.1006612778,5.8402414322
2504,Pop,0.08872923255,3.8606731892,,-142.62110901,129.68902588,-44.217967987,29.795478821,-27.090015411,-1.8999898434,-20.394929886,-1.6194005013,-13.912193298,-0.44056037068,-3.4057793617,-3.0937380791
2505,Pop,0.072144940495,1.4325231314,,-314.06362915,121.76325226,-50.573562622,-60.856628418,-6.2627701759,-4.9786148071,-30.384868622,-29.611459732,-9.594748497,-5.6385102272,-14.429074287,-14.506529808
2506,Pop,0.050862893462,3.1607866287,,-278.74633789,182.94065857,-43.719364166,-68.000495911,-24.802520752,-24.59900856,-21.648405075,-17.307422638,-20.013235092,-11.883846283,-4.6862397194,-5.6600446701
2507,Pop,0.058708932251,4.3728513718,,-153.57226562,112.45709229,8.9076719284,48.883544922,-3.3396399021,19.794757843,-1.8926662207,7.883462429,-2.2402861118,8.833984375,-1.031951189,2.7712566853
2508,Hip-Hop,0.071549326181,6.725769043,,-76.69896698,114.34996796,-26.947092056,41.930709839,-12.534860611,17.340707779,-12.328978539,14.673699379,-6.8591165543,4.688706398,1.7152296305,3.9594442844
2509,Hip-Hop,0.044288866222,5.8143343925,,-162.15740967,132.64073181,-10.314842224,30.22621727,4.8586916924,38.620567322,-1.0057969093,4.4885511398,1.5712352991,10.675765038,-0.63384056091,10.096703529
2510,Hip-Hop,0.089546203613,7.0406413078,,-107.50537109,99.652038574,-31.741352081,36.437488556,-10.655295372,23.905225754,-12.798275948,21.985168457,-8.3189172745,9.5093698502,-7.1572637558,8.9600200653
2511,Hip-Hop,0.071137204766,6.426949501,,-124.29664612,132.85868835,-51.061405182,41.62322998,2.8638389111,23.569272995,-0.58745586872,19.423461914,3.412471056,7.0234103203,11.509910583,3.6821184158
2512,Rock,0.046281795949,7.9400501251,,-88.624107361,149.80613708,-22.626529694,41.559024811,0.092915482819,26.218727112,-10.263299942,22.327623367,-4.2718381882,10.728704453,-3.4760913849,5.620470047
2513,Rock,0.068712644279,5.2492537498,,-109.39304352,184.0958252,-76.917945862,34.44165802,14.967375755,6.8624920845,2.7823927402,-1.2713276148,-3.8390176296,11.487930298,-8.9167718887,2.3945653439
2514,Rock,0.084178112447,6.7200078964,,-73.512916565,118.4780426,-67.580734253,49.178134918,3.8483977318,35.156845093,-8.527056694,21.224752426,-2.3498094082,17.52375412,1.6044696569,1.9390450716
2515,Rock,0.078709051013,5.8193154335,,-95.002571106,112.59580994,-64.508399963,50.653964996,13.209360123,37.477996826,-6.0693097115,25.734088898,-0.75327140093,17.990245819,2.6114788055,-0.23327369988
2516,Electronic,0.046780101955,8.5625658035,,-103.86877441,151.05778503,-6.5482931137,43.779712677,8.7955751419,21.71049118,-2.3745653629,4.6449713707,-2.24949193,-2.2945535183,-9.3425970078,-6.5490684509
2517,Pop,0.072139672935,6.1926722527,,-71.096153259,114.30240631,-20.626241684,26.611927032,-7.5816259384,13.432051659,-8.7051753998,8.8431816101,-8.2796545029,7.0614113808,-5.7218317986,1.0951963663
2518,Rock,0.055305097252,8.0565309525,,-65.614311218,152.70016479,-37.936035156,25.667255402,-1.818308115,18.489522934,-3.7675926685,24.763219833,-2.3582556248,9.6360177994,7.7803521156,1.8706638813
2519,Rock,0.06840518862,8.3466730118,,-57.735233307,142.92408752,-48.686275482,31.171524048,10.333146095,23.081703186,-11.084269524,17.417301178,-3.0914936066,7.6179895401,-5.4811453819,7.3205580711
2520,Rock,0.055513877422,9.7367048264,,-47.773761749,154.71409607,-35.062488556,35.474639893,3.1865165234,20.954879761,-15.536885262,21.018005371,-4.8796916008,3.1302964687,-7.5744180679,5.7112665176
2521,Rock,0.058857478201,8.4304037094,,-77.601570129,149.83239746,-41.359039307,33.268165588,4.5682992935,17.422107697,-10.897868156,16.285366058,-2.2857143879,0.025213612244,-2.6670548916,3.7316789627
2522,Rock,0.050012767315,7.6941070557,,-84.467124939,145.38148499,-32.941562653,33.53168869,1.8173667192,25.30638504,-9.2815942764,18.77082634,-2.3615653515,2.5513150692,-4.3452801704,5.9971380234
2523,Rock,0.033458065242,1.5552639961,,-339.86090088,141.47766113,17.591850281,17.992454529,1.4629511833,0.35726332664,-19.424524307,-5.5494303703,-12.8257761,-11.766406059,-3.7410933971,-5.7811512947
2524,Rock,0.048917777836,2.5473237038,,-184.89038086,184.04089355,-51.265262604,27.140960693,-8.0756025314,9.2301750183,-6.0534291267,-4.9135522842,1.2339097261,-9.9493188858,-4.984808445,-3.1159377098
2525,Rock,0.044547978789,2.0191836357,,-232.46363831,181.19096375,-38.271335602,19.126596451,-3.1691687107,5.1457958221,-7.9300279617,-5.8316087723,-1.3102804422,-11.542873383,-8.6059980392,-4.7423219681
2526,Pop,0.053841225803,6.1206769943,,-105.38544464,193.07192993,-71.942565918,32.260864258,7.513874054,12.399113655,4.5257263184,2.1449229717,3.8760044575,-4.6705141068,0.11126827449,-0.68458116055
2527,Pop,0.050512813032,5.8633069992,,-126.10057831,197.82124329,-63.93769455,18.380867004,8.699505806,5.7152657509,1.3015463352,-8.6966314316,-4.7562961578,-9.7976722717,-8.8870182037,-5.711625576
2528,Pop,0.059957750142,5.9585614204,,-129.49726868,189.32336426,-79.177536011,25.092748642,27.170791626,13.489183426,14.2643013,4.9676756859,0.14007686079,0.28809979558,2.9236199856,2.5983059406
2529,Pop,0.047942113131,9.8090171814,,-78.791725159,222.45927429,-66.816246033,-0.47911009192,2.4649498463,2.5269348621,0.7882977128,-1.5884295702,-3.4479906559,-4.6488809586,-3.4576704502,0.86987555027
2530,Pop,0.040029011667,6.755027771,,-132.78598022,197.99398804,-56.989074707,27.935005188,26.440483093,4.8353104591,7.9986505508,0.80309146643,5.6080870628,3.9926123619,5.3004908562,6.3970470428
2531,Pop,0.056864667684,8.3869800568,,-46.48664093,159.49635315,-57.680252075,58.46465683,-9.1292982101,25.745763779,-4.002040863,12.63769722,-7.6255102158,5.6546416283,-3.7695767879,6.3193640709
2532,Pop,0.081975415349,6.9010562897,,-65.63482666,159.3412323,-73.593589783,43.791568756,-0.68091970682,11.014409065,-0.47452846169,8.656124115,-4.3308272362,-0.6901794076,-4.7752242088,-4.4524674416
2533,Rock,0.077842362225,4.5069308281,,-99.117347717,135.68647766,-45.545379639,51.447551727,-21.49131012,25.140802383,-16.927999496,10.582154274,-14.981622696,10.83835125,-8.2013216019,-1.5907170773
2534,Rock,0.050839487463,5.1658177376,,-152.3881073,182.40896606,-56.75056076,28.167266846,4.3666615486,11.528414726,-16.131658554,2.7681553364,2.2631325722,-4.748717308,-1.0934751034,-5.6626310349
2535,International,0.035785790533,1.74482584,,-338.87948608,170.46078491,8.6187696457,-0.75374245644,-7.7132763863,0.81264472008,-19.363153458,-18.656625748,-11.739496231,-17.355941772,-17.349809647,-12.536428452
2536,International,0.084997311234,4.4701752663,,-160.27336121,161.41268921,-93.756637573,21.934373856,-11.284553528,2.0124146938,-1.5568825006,-1.576079607,-17.938920975,-3.2414622307,-0.22027225792,-4.6927232742
2537,International,0.083417259157,4.1000952721,,-168.84968567,155.65435791,-98.016197205,17.152072906,-22.764699936,-3.3726100922,-7.0716423988,-4.2476997375,-20.557424545,-2.6743621826,-0.51240676641,-6.2798566818
2538,International,0.092743299901,4.6305556297,,-166.30552673,137.61022949,-107.51264954,20.631626129,-20.316854477,-5.4557776451,-11.330274582,-2.655980587,-19.188070297,5.5271296501,-3.866215229,-7.019349575
2539,International,0.07515886426,3.923563242,,-201.79023743,157.15464783,-84.508010864,21.417697906,-7.2212543488,-0.56501615047,1.3313560486,-6.1758952141,-12.670824051,-9.490237236,-3.3862469196,-13.160757065
2540,International,0.085223145783,4.9144816399,,-136.71601868,169.26257324,-97.198822021,24.632566452,-18.202919006,1.865596652,-5.8840098381,-5.8800373077,-16.388284683,-4.8249430656,-1.9065923691,-9.4298028946
2541,International,0.081739380956,5.0478825569,,-132.57455444,162.52099609,-91.904960632,32.18605423,-19.708120346,1.8747142553,-8.0489273071,-0.1538233459,-15.56646347,1.0129840374,-1.2560817003,-5.9750332832
2542,International,0.085956588387,3.1545445919,,-183.91575623,155.9392395,-100.72224426,-1.1355148554,-19.283864975,-4.1442046165,-22.149446487,-7.5697836876,-11.640966415,-18.785829544,-2.5045461655,-2.5191349983
2543,International,0.090617328882,3.3175652027,,-180.11558533,152.85121155,-104.41429901,6.0757803917,-16.581094742,-6.0176610947,-26.888982773,-7.574488163,-9.4113960266,-22.266996384,-3.7625761032,-1.5936852694
2544,International,0.090080343187,4.1222786903,,-168.97480774,148.11244202,-112.63484955,7.9004688263,-21.999601364,-8.4209461212,-27.483688354,-7.9895644188,-10.595664978,-23.439987183,1.0163080692,-3.4896936417
2545,International,0.094016708434,4.2622299194,,-177.55377197,141.26622009,-107.60403442,8.0635213852,-16.318740845,-10.394619942,-26.731954575,-4.5220522881,-9.6314878464,-17.525259018,-0.40534448624,-1.6934455633
2546,International,0.087466917932,4.9486875534,,-145.83984375,145.71604919,-115.24323273,1.0941598415,-23.250957489,-9.4236049652,-23.723184586,-11.277908325,-12.508876801,-18.032356262,2.0664145947,-5.7266168594
2547,International,0.10271792859,5.9341096878,,-163.15396118,100.80484772,-125.41694641,10.871659279,-24.785089493,-3.835534811,-20.659105301,-10.922472,-18.179773331,-4.3937783241,5.2736377716,-4.7492337227
2548,International,0.074810601771,5.79890728,,-160.47372437,135.49638367,-92.343170166,6.2951078415,-29.605455399,-14.737688065,-11.690081596,2.0351519585,-10.086856842,-19.612377167,1.7916389704,-8.6813430786
2549,International,0.086211711168,4.0007719994,,-206.12464905,122.97212219,-86.255233765,10.487937927,-23.240610123,-6.7624001503,-17.783061981,-3.9930250645,-16.979887009,-21.250341415,7.247338295,-4.8317542076
2550,International,0.096694260836,4.6193728447,,-158.26622009,125.85198212,-109.52515411,10.834540367,-28.840862274,-3.5619452,-22.302921295,-7.2097167969,-19.455890656,-12.867202759,5.4330177307,-7.0177402496
2551,International,0.089458607137,6.1514444351,,-143.32666016,126.60009003,-120.5613327,2.4322698116,-33.112575531,-7.1719055176,-16.867229462,-7.2551898956,-19.734992981,-12.428538322,6.6153273582,-6.8849334717
2552,International,0.086616553366,5.5359296799,,-128.70347595,141.86021423,-104.84392548,12.370405197,-33.4570961,-10.642246246,-17.235237122,-10.790884018,-20.4914608,-20.272285461,0.31753441691,-13.085224152
2553,International,0.053352944553,4.0469069481,,-175.08900452,143.35984802,-42.807376862,14.776949883,-16.006881714,5.9165630341,-20.178117752,-3.3125810623,-17.90145874,-4.8830971718,-16.058013916,-7.7646870613
2554,International,0.048427216709,5.0620126724,,-134.88961792,162.3576355,-41.951892853,17.444473267,-14.633171082,8.0140047073,-15.821564674,-0.45115631819,-13.882065773,-3.2911417484,-14.139183044,-7.4017529488
2555,International,0.05144129321,4.6624755859,,-148.35134888,152.42181396,-39.372772217,15.328777313,-11.083997726,5.9982671738,-17.032447815,-1.5604425669,-12.072916985,-2.3425638676,-14.911741257,-9.8453931808
2556,International,0.0591712147,2.8550105095,,-187.82685852,148.45967102,-38.616428375,16.766695023,-10.908302307,6.3258419037,-16.696157455,-2.0233776569,-13.553744316,-3.6583211422,-11.6578722,-7.7155680656
2557,International,0.056155856699,3.6971437931,,-177.14263916,148.64505005,-38.518184662,13.817229271,-12.511400223,5.182870388,-17.780288696,-2.0368993282,-14.030332565,-3.2133684158,-13.369327545,-5.727086544
2558,International,0.072721511126,2.841012001,,-218.29747009,139.8921814,-64.811401367,19.258522034,-8.6474761963,-2.2387449741,-7.7265906334,-8.0304756165,-7.7526254654,-8.4935750961,-5.5989198685,-4.6276478767
2559,International,0.062694452703,2.8442435265,,-198.88381958,156.53291321,-60.64806366,17.552078247,-11.039243698,-3.9440841675,-6.9659528732,-5.8720035553,-8.6172170639,-7.4431395531,-4.5177249908,-6.4852824211
2560,International,0.067224800587,3.1712651253,,-192.22685242,157.95333862,-62.283279419,26.227355957,-12.44961071,-3.6138310432,-8.4965248108,-6.7738947868,-9.9750738144,-5.9593234062,-3.6440455914,-8.7080373764
2561,International,0.070242464542,4.5607094765,,-151.10064697,160.68540955,-68.600120544,26.462650299,-14.342282295,0.59108525515,-6.2879710197,-3.7705414295,-6.7699842453,-5.2644667625,-4.2204933167,-6.6869835854
2562,International,0.055599782616,3.9151904583,,-183.79902649,161.67163086,-55.654140472,25.628110886,-9.4192457199,-1.0139144659,-6.1276450157,-7.2198863029,-7.3914461136,-9.5133209229,-5.5698399544,-4.3949084282
2563,International,0.052973058075,3.7695777416,,-181.03356934,158.62228394,-53.623207092,19.574560165,-9.9145584106,0.27005964518,-8.9630403519,-7.396592617,-7.7516608238,-6.9301481247,-6.9496941566,-8.074136734
2564,International,0.074087157845,4.2277283669,,-180.43200684,144.53569031,-62.226947784,24.346244812,-14.062348366,7.976307869,-17.773933411,-5.6814346313,-10.125766754,-11.229206085,-0.1961492151,-1.1987407207
2565,International,0.072903133929,6.1576361656,,-124.02431488,162.84619141,-97.721931458,8.7355823517,-23.427127838,-3.5434646606,-23.905771255,-6.8561558723,-13.700969696,-20.514453888,-8.3131599426,-4.097984314
2566,International,0.062891885638,4.544904232,,-181.86277771,157.28930664,-61.454883575,30.634370804,-9.244761467,-4.6224298477,-20.50091362,-7.1990017891,-3.177844286,-8.2076177597,-11.74360466,-4.6595206261
2567,International,0.080155834556,5.1308059692,,-160.58261108,138.20594788,-82.982650757,21.661870956,-19.852478027,-0.67364984751,-17.529893875,3.9026110172,-10.564284325,-7.2102956772,-5.1581335068,-0.8880853653
