,Genre,Energy,RMSE,ZCR,CQT,Spectral_Contrast,Chromagram,Tempo,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12,MFCCS13,MFCCS14,MFCCS15,MFCCS16,MFCCS17
216,Country,3.6533041465015503,0.07867836207151413,39906.0,(-0.0008461752342120083-0.000608731808759351j),19.598310583670838,0.24346317805744774,107.666015625,-210,139,-17,58,-9,-1,-17,-8,-11,-7,0,-9,-6,-3,-12,0,-8,-6
217,Country,4.204714091703201,0.0876544937491417,42341.0,(0.0007123303753226989-3.762834906543751e-05j),18.754985559304938,0.25950916367885524,89.10290948275862,-171,137,7,28,2,0,-2,-1,-6,-2,-5,-2,-5,-2,-1,1,-3,0
218,Country,5.312626064085882,0.09485609084367752,63337.0,(-0.0012007840643377616-0.0017987215288457472j),19.827879723026978,0.2506908510102688,86.1328125,-131,102,-11,17,16,4,1,3,-1,1,-7,0,-8,-3,-4,-8,-6,-1
219,Country,5.075856158386682,0.08068429678678513,33769.0,(0.0008750125466942615+0.0014811753345769915j),20.390437217956006,0.2249827599499333,123.046875,-256,163,-22,26,15,-3,4,0,-9,1,-4,-3,-4,-8,-2,-5,-11,-2
220,Country,6.171693551281722,0.10419054329395294,57499.0,(0.0022401453415644276+0.0007760822985660403j),20.004060800727178,0.22491836844900542,103.359375,-161,74,22,46,5,25,0,10,-6,5,0,1,-6,-4,-4,-2,-5,-3
221,Country,7.031158875224555,0.10838243365287781,30270.0,(0.0015468276714025737+0.004055081675531448j),20.310559420331074,0.23346438882240483,107.666015625,-209,167,-20,36,10,4,-5,-4,-6,-4,-6,-3,-7,-4,-4,-4,-4,-6
222,Country,3.417330320670622,0.07358381152153015,45103.0,(0.0011121989162368685+0.00011239156651616391j),19.836750052042888,0.2590077478532911,95.703125,-195,114,0,38,11,-6,1,0,-15,-3,-6,-4,0,-4,-9,-10,-6,-10
223,Country,1.0168121505175032,0.038445550948381424,23496.0,(-0.0011639720439198997-0.0010633927488292395j),20.388735009355166,0.20102650697497879,83.35433467741936,-353,110,32,24,18,5,-1,3,-2,-1,-2,0,-6,-4,-3,-6,-7,-2
224,Country,5.632176375700836,0.09521922469139099,54606.0,(0.00029905454336098044+0.0017951192028464295j),21.42244291503122,0.23690253605886907,129.19921875,-200,109,-5,48,1,4,-9,-1,-11,-5,-11,4,-4,-6,0,-8,-8,-7
225,Country,3.847809155097077,0.0792381539940834,37952.0,(-0.00019623024083621516-0.00021343910383175401j),19.846098333573863,0.2382053738843009,143.5546875,-200,119,-3,31,9,15,0,0,-4,-2,-5,-2,-6,0,-4,-11,-8,-8
226,Country,5.84429127467171,0.09939633309841156,36307.0,(-0.00022206740178835226+0.0008251719584001473j),19.842770464764218,0.23708067921239967,107.666015625,-194,151,-3,29,9,5,3,3,-5,1,-3,0,1,-2,3,3,-1,2
227,Country,7.484834059804594,0.11533015221357346,64504.0,(-0.0006527718458789215-0.0006288506622354011j),19.425045427632522,0.25984437380941755,92.28515625,-100,106,-27,29,5,-5,3,-5,-5,0,-3,-2,-6,-4,-5,-5,-10,-10
228,Country,5.018920170518873,0.09300079941749573,39654.0,(0.0010561335748426846+0.0009171543290681585j),20.61446631255707,0.23959165789438353,89.10290948275862,-169,132,-13,31,6,-3,-2,-3,-4,1,-6,-7,-1,-9,-5,-1,-7,-1
229,Country,8.057874365668306,0.11550391465425491,35931.0,(0.002941770458142491-0.0002197374917536605j),19.339917807294718,0.24374178254676424,89.10290948275862,-171,160,-17,30,7,-8,-5,0,-8,-2,0,-3,-6,3,-5,-3,-6,-1
230,Country,4.352041801868824,0.07860887795686722,28389.0,(-0.00013408868082811484-0.00010781363319258671j),22.093356611921916,0.21990365101557285,161.4990234375,-277,128,42,37,12,9,-5,-7,-8,-4,-6,-3,-7,-7,-1,1,3,2
231,Country,5.836991922493754,0.09979445487260818,63198.0,(-0.001574691714169724-0.004266890693812961j),20.952114243528893,0.23248687674651874,112.34714673913044,-130,104,-19,34,5,-2,0,-2,-5,4,-4,3,2,0,2,-3,-3,1
232,Country,2.4986069200175822,0.060072414577007294,44791.0,(-0.0007641789535439061+0.0004562806498456525j),23.329095352047876,0.2012201986073134,99.38401442307692,-237,97,6,45,2,16,8,7,0,4,0,3,-1,-5,-2,-3,0,0
233,Country,6.790763713154014,0.10188889503479004,81943.0,(7.71885323753811e-05+0.00098761648949915j),20.990449260714982,0.2544170221054824,92.28515625,-133,78,-5,35,-7,7,2,0,-1,-1,-7,-1,-4,-3,-5,-1,0,-2
234,Country,3.9491270865916586,0.07435325533151627,79068.0,(0.0006886873364888674-0.000495957742563873j),19.215015393410404,0.2687969835513012,135.99917763157896,-153,83,-8,13,13,3,3,6,2,2,3,0,-3,-4,-5,-4,-6,-1
235,Country,5.701601019019675,0.09712611883878708,69168.0,(-0.0011641953420239786+0.0011204038933926605j),19.67976157976624,0.26145651222225086,99.38401442307692,-120,95,-6,25,20,-7,8,2,-14,9,-2,-3,0,-4,-7,0,-3,-5
236,Country,0.39836705812632645,0.022508729249238968,56270.0,(0.00023833544385801921-0.00011726812308503097j),22.163422668662555,0.22785804904344145,112.34714673913044,-339,97,-9,50,7,11,0,2,-4,0,-5,-2,-6,-1,-5,-8,-10,-7
237,Country,3.074247634394868,0.07128390669822693,56294.0,(-0.0014896693463644702+0.0007100103210931275j),18.78711008226211,0.237012815251051,99.38401442307692,-173,105,1,24,22,2,-1,0,-5,3,-4,-4,-1,-2,-3,-6,-7,-5
238,Country,4.704893650545769,0.08827950805425644,80304.0,(-0.0012596952086422208-0.0013792073307858325j),18.739723904311216,0.2568895446301631,151.99908088235293,-118,74,8,15,6,8,4,5,-1,3,5,-1,2,-1,-4,-6,-5,-6
239,Country,5.143245884233168,0.09173671901226044,140751.0,(-0.0015029106070142328-0.00218284742964631j),18.99126352128553,0.27610967804721404,123.046875,-89,36,11,37,9,3,2,6,1,0,1,1,-3,-2,1,-1,-4,-2
240,Country,6.8624896517614795,0.10626258701086044,70452.0,(0.0005350611269299986+0.001656895464470718j),18.822458392959433,0.2679501684215095,143.5546875,-102,85,-4,30,3,-1,4,3,-4,-1,-3,-1,-3,-5,-2,0,-7,-4
241,Country,6.86991661588848,0.11155517399311066,63531.0,(0.00027497741763954174+7.3886970399036e-05j),18.549257086307566,0.23385378460262662,129.19921875,-111,82,13,31,23,0,12,3,-5,3,1,0,0,-1,-1,0,-2,-4
242,Country,7.3446266454963585,0.1154666543006897,57704.0,(-0.00021087612462730184-0.0026029126129693534j),19.410501198696473,0.26289964562722123,103.359375,-101,84,7,30,13,11,0,-4,-2,-1,-8,2,0,-6,-4,-4,-9,-5
243,Country,5.372069734640993,0.09246696531772614,88999.0,(2.950716738288974e-05+0.000829312381916612j),18.302967656520813,0.26815133788365686,135.99917763157896,-101,85,-19,20,9,7,0,3,0,1,-1,-1,2,-4,0,0,-4,-2
244,Country,7.338399009303351,0.11249154806137085,44079.0,(0.0005989887357751385-0.00011581968513183294j),21.617652745343296,0.21064556125186065,151.99908088235293,-162,119,-2,20,27,5,6,1,-3,0,4,0,2,2,-1,3,-3,-2
245,Country,11.917368958041875,0.14440922439098358,88132.0,(0.001759575497781299+0.00026918286988271406j),18.850796669203287,0.2558473788053425,151.99908088235293,-61,71,-17,17,5,-4,-1,1,0,4,-1,4,0,-2,0,-5,0,0
246,Country,6.030260468086938,0.10199092328548431,76810.0,(-0.0003716618463072985+6.275794562264075e-06j),20.322940460143233,0.25026131005759705,151.99908088235293,-126,103,-31,58,-1,-3,-2,0,-3,0,5,-10,0,-1,-10,-5,-9,-4
247,Country,4.706915017671895,0.08950801938772202,62357.0,(0.0011839183482840435+0.0004932869750322729j),21.63104346486498,0.24346800786088713,151.99908088235293,-165,117,-33,42,-1,3,7,-7,-1,0,-12,2,-12,-1,-6,-8,-5,-8
248,Country,8.071106213138476,0.11449553072452545,42395.0,(0.00033832980603363936+0.0032159072366133384j),20.306881260130645,0.2494306212866797,117.45383522727273,-148,107,11,26,11,-3,14,-5,-11,2,-8,3,0,-12,-6,-3,-8,-6
249,Country,11.41186874354192,0.14238525927066803,50226.0,(-0.001174670817219622-0.0008381418132010412j),19.228153701584425,0.248153483807189,112.34714673913044,-110,134,-24,19,-4,-4,-7,0,-5,-2,0,-4,0,-1,-2,-1,-6,-4
250,Country,6.634000368788334,0.10812167823314667,52340.0,(0.0007470825292189272-0.00041989765722328347j),22.519924985100083,0.2359963306263063,117.45383522727273,-143,121,-13,47,-12,23,-11,18,-13,15,-11,10,-6,2,-9,4,-8,4
251,Country,4.604301670008704,0.0897044911980629,39303.0,(0.0006859099837412486-0.00013476664722693118j),25.235253510693138,0.2137104451962873,129.19921875,-204,121,-17,46,-1,17,-14,14,-19,10,-13,1,-6,-1,-8,-2,-11,0
252,Country,2.6741436780966987,0.0689648911356926,23505.0,(0.007428915241709936-0.0006700420242220814j),23.64792777003044,0.19856219731840805,112.34714673913044,-265,138,6,47,-2,21,4,17,-12,15,-1,7,0,0,-3,4,-3,3
253,Country,9.71120790768723,0.13063108921051025,71798.0,(-2.1614736294651825e-05-0.0013819416110343243j),21.611240299513877,0.2614165462507726,89.10290948275862,-84,100,-16,51,-17,22,-20,18,-19,15,-17,8,-15,6,-10,3,-9,4
254,Country,6.032250596316962,0.10313919186592102,39884.0,(0.0003298387925815745-0.0013512814138061477j),24.005499556468557,0.22401077038009543,75.99954044117646,-174,115,5,58,-3,29,-10,19,-16,13,-8,7,-8,4,-11,0,-8,1
255,Country,13.062424508107096,0.15294156968593597,53775.0,(0.0012009119819406857-0.00132535073943617j),21.982074538999413,0.25487584161997284,129.19921875,-82,122,-16,40,-15,21,-18,18,-17,16,-16,8,-8,10,-4,7,-7,5
256,Country,10.535904949901543,0.13538338243961334,36396.0,(-0.001520153444015338-0.0007440672692344772j),25.05610424314483,0.21030162515296683,129.19921875,-164,123,4,48,-5,22,-7,19,-11,21,-9,5,-6,5,-9,3,-7,1
257,Country,9.872464578171972,0.12926864624023438,50013.0,(-0.000694655745377463+0.0015941792063027646j),24.666794872991805,0.2270770614516747,135.99917763157896,-137,121,-13,43,-10,17,-7,9,-19,9,-19,6,-12,0,-9,1,-8,-3
258,Country,15.02090763145797,0.1612718105316162,48583.0,(0.0008919942632397013-0.0005224700616903346j),23.117244245189347,0.24273378391414013,112.34714673913044,-101,120,0,49,-15,19,-13,18,-15,15,-5,6,-10,7,-8,6,-8,2
259,Country,12.051409177146477,0.14444664120674133,34818.0,(0.0019167899735209708+0.0012641144586501j),24.851068015821294,0.2111666838190798,135.99917763157896,-185,120,29,56,-3,22,-10,20,-13,9,-6,3,-8,5,-9,3,-10,5
260,Country,11.057227781986745,0.14009630680084229,28445.0,(-5.4315052613940254e-05-0.0023583230330728837j),24.421681726661323,0.1861688139752792,69.83741554054055,-178,130,12,47,2,24,-4,22,-10,13,-6,8,-6,4,-5,7,-5,3
261,Country,6.619257430895682,0.10656136274337769,32196.0,(-0.0002010749543161091+8.217155684319497e-07j),24.309208488406348,0.2109814929160863,123.046875,-186,135,5,45,-5,22,-12,17,-13,9,-8,6,-9,5,-6,1,-8,5
262,Country,9.409249903510302,0.12708066403865814,67811.0,(0.00026848488518527153-0.0015572637969519538j),21.81976663067885,0.25606199425884646,89.10290948275862,-94,109,-11,41,-19,23,-19,20,-17,16,-10,9,-10,7,-15,3,-10,7
263,Country,10.086167078345296,0.12718652188777924,38605.0,(-0.0001164811965325645+0.001206893336356062j),23.424768519985047,0.2266662578781322,83.35433467741936,-185,118,17,48,-2,21,-8,20,-11,9,-5,5,-2,3,-6,1,-5,7
264,Country,4.005862388413396,0.0820966362953186,39796.0,(0.0028683410065238647+0.003602310651150559j),25.037367932315455,0.20974512205291015,135.99917763157896,-217,128,-7,39,-2,18,-15,16,-15,4,-6,2,-11,0,-10,2,-9,6
265,Country,8.244774568554414,0.10945765674114227,25623.0,(-0.0016928301489218325-0.0010181867051358286j),24.27199151678196,0.2157632415759505,123.046875,-250,163,-3,30,5,7,4,-2,-5,-1,-9,1,-8,-7,-4,-8,-7,-3
266,Country,10.283711569811226,0.13374020159244537,65570.0,(-0.00041697413009403913-0.000665631609454839j),22.532509292993215,0.2507266813192216,112.34714673913044,-102,135,-46,32,-11,23,-9,16,-11,13,-7,4,-8,2,-2,6,-2,3
267,Country,2.2034222226375997,0.0547700971364975,23430.0,(-0.001022230207751289-0.0006493237412795776j),22.65486991794558,0.22111134587335282,129.19921875,-328,167,13,28,11,14,11,7,-11,2,-8,-3,-6,-5,-8,-4,-1,-4
268,Country,4.391605740750881,0.0811694785952568,33293.0,(4.8679362706762797e-05+0.0016466477595574887j),22.798303532143745,0.23724408426797536,161.4990234375,-229,157,-16,31,0,16,1,12,-3,6,-4,1,-5,-4,-5,-4,-6,-4
269,Country,5.018829968266696,0.08467593044042587,40478.0,(0.00012902021404488585+0.00034995525870172605j),24.371862291739095,0.21841414355075772,112.34714673913044,-217,136,-10,51,2,15,0,12,-6,7,-5,3,-2,0,0,0,-2,-2
270,Country,12.10889306921643,0.14053279161453247,62762.0,(-0.001795691929311828+0.001477996788491014j),22.861354089207246,0.2525938139652898,112.34714673913044,-99,117,-29,40,-15,27,-11,13,-11,10,-8,8,-6,0,-5,1,-7,0
271,Country,9.188168746264031,0.11725340038537979,40096.0,(-3.509152345492346e-06+0.0004865476398348045j),24.735787711151147,0.24141168559494505,143.5546875,-185,155,-25,20,-3,0,-4,-5,-16,0,-16,-4,-16,-4,-8,-9,-7,-8
272,Country,13.781748403074783,0.15356400609016418,54525.0,(-0.0012284041843770967+0.001449773438312451j),22.343112164061644,0.2553734052595389,151.99908088235293,-96,131,-26,35,-22,14,-11,11,-21,11,-12,7,-13,2,-5,1,-4,2
273,Country,5.448017552501486,0.09321919083595276,46217.0,(0.0005562659893311471-0.0012647386618756843j),23.762558661759172,0.24515665234064538,151.99908088235293,-166,132,-17,46,-3,20,-8,8,-15,8,-16,6,-10,1,-6,-3,-7,-2
274,Country,4.982584495393434,0.08105642348527908,47148.0,(-0.0004489252473709855-0.001092514607412102j),23.597641065314466,0.22899502289445411,135.99917763157896,-207,130,-18,33,-3,15,-6,2,-16,7,-8,4,-12,-1,-4,-6,-5,-2
275,Country,18.01136651498677,0.17597487568855286,75352.0,(0.002047402594389147-0.0017449126770068286j),23.39482182243784,0.24826990489028714,95.703125,-60,105,-16,40,-15,36,-12,17,-16,11,-10,13,-12,2,-12,6,-1,6
276,Country,9.854372555831532,0.12645700573921204,44068.0,(-0.0015063414766450026+0.0018311003332843723j),23.525461037463327,0.23832971847086803,143.5546875,-184,159,-23,43,-9,8,-1,4,-13,0,-13,1,-7,0,-3,-3,-9,-3
277,Country,9.688292081301423,0.13025246560573578,58197.0,(0.0016983467674200486+0.004478424739462347j),23.242453041857225,0.26130554093337904,92.28515625,-118,152,-46,31,-17,6,-3,13,-13,15,-13,5,-10,1,-6,2,-9,0
278,Country,1.5199445103318916,0.042828042060136795,33089.0,(0.0008114197255433018+0.00021967523136164405j),21.735613809017543,0.2043608552676339,129.19921875,-302,150,-3,26,0,13,7,4,1,6,0,7,1,0,0,-3,-1,0
279,Country,7.6174099165957045,0.1141887754201889,30333.0,(-0.0007986428426703762-0.0009344268774566036j),23.599926760843513,0.24327213267318956,80.74951171875,-229,180,4,24,1,4,-5,1,-13,0,-13,1,-13,-5,-7,-9,-3,-4
280,Country,13.118445194292848,0.14924170076847076,59200.0,(0.0010200858843735334-0.0013331922109547465j),22.624295570246996,0.251695743526381,99.38401442307692,-100,111,-13,44,-5,29,-7,19,-22,17,-17,11,-12,1,-8,2,-7,4
281,Country,16.108324900728686,0.16391295194625854,66982.0,(-0.0007143360932407964+0.001026322871997501j),22.257437819121925,0.26223624051879385,89.10290948275862,-74,107,-21,47,-5,17,-20,14,-15,15,-14,10,-10,4,-7,6,-9,4
282,Country,15.406499943051312,0.16255587339401245,70286.0,(0.0016738398472105705-0.0016793892875604029j),21.852936725780385,0.26611132144493016,117.45383522727273,-68,101,-16,51,-10,20,-21,15,-18,16,-17,12,-13,3,-8,5,-9,6
283,Country,9.7250393678154,0.12976984679698944,39467.0,(0.00042556559183253777+0.0017016544604230388j),23.69318749592429,0.21978615585064692,143.5546875,-148,141,-15,44,0,13,-13,12,-11,12,-10,9,-5,1,0,2,-8,2
284,Country,18.47116495033997,0.1778474897146225,61625.0,(0.00011865922147051774+0.0020090363701495265j),23.724706482259457,0.2562344049305691,172.265625,-80,108,-23,52,-6,15,-17,9,-16,8,-15,8,-10,4,-4,3,-9,2
285,Country,10.355277420758801,0.1344357132911682,45914.0,(-0.0004506018579042475-0.0004644779298599511j),24.831334256521096,0.2064115694994838,143.5546875,-145,124,-17,49,0,22,-7,16,-9,15,-7,10,-3,5,-4,5,-8,2
286,Country,10.034509424249478,0.1307140737771988,51868.0,(0.0004383162009315722-0.0006418941191209646j),22.15041176871604,0.2593856239319848,117.45383522727273,-122,111,-13,53,-2,19,-14,13,-14,14,-13,9,-10,3,-8,5,-9,4
287,Country,7.441231361172563,0.10758941620588303,49046.0,(-0.00036223896277496205+0.00019293655178101568j),25.221773767132017,0.22650430833204296,143.5546875,-170,124,-19,39,-3,15,-12,8,-11,11,-13,3,-10,2,-5,2,-9,1
288,Country,13.323423511832694,0.1509637087583542,43773.0,(0.0018539579700718194+0.0014921311837754274j),23.280837568847623,0.22793299760626504,103.359375,-121,123,-8,51,0,20,-11,16,-11,11,-8,9,-8,5,-5,3,-5,4
289,Country,6.771519876710785,0.1038423478603363,34792.0,(0.0008167850178942215+0.0002325615141709904j),24.185782467926792,0.20849816686046135,143.5546875,-205,141,-8,36,6,14,-4,12,-11,11,-7,9,-2,4,-5,3,-4,2
290,Country,12.346478273358834,0.14496402442455292,65614.0,(-0.001307411606746862+0.000493283167422878j),22.895565519148843,0.25695418227496164,135.99917763157896,-91,115,-30,52,-5,16,-15,13,-12,15,-11,11,-9,2,-7,5,-7,3
291,Country,5.003820549330781,0.08849406987428665,42896.0,(-0.0012277116044766237-0.00045892152289941555j),24.327977556023388,0.21693723671070023,117.45383522727273,-193,125,-20,46,-2,12,-6,10,-10,6,-9,5,-3,0,-8,0,-6,1
292,Country,16.40384376352568,0.17284351587295532,80337.0,(-0.0022627338262707587-0.0015501275981228688j),21.706258291805604,0.2703428892620713,161.4990234375,-50,96,-24,66,-14,24,-21,12,-18,13,-12,9,-11,4,-7,5,-10,3
293,Country,5.279341458069263,0.09186416119337082,45159.0,(-0.0002844411948037685-7.474177349819608e-05j),26.71500767004514,0.21803056888737946,86.1328125,-213,117,-21,45,-10,5,-11,5,-17,0,-14,-1,-10,-4,-6,-5,-9,-3
294,Country,23.438095465353246,0.2047003209590912,41763.0,(0.000730506591316805-0.0010245935896563071j),23.566317504620024,0.2341068034106457,112.34714673913044,-104,136,-20,52,2,20,-11,17,-15,11,-11,3,-6,0,-2,2,-7,1
295,Country,18.268521700172535,0.1728680282831192,44709.0,(-0.001249036930922274-0.00012283945735845321j),24.257888945790665,0.2296075126948628,89.10290948275862,-124,127,-23,47,0,16,-9,16,-16,6,-8,3,-1,-2,-3,2,-1,-1
296,Country,26.125136574436404,0.21609148383140564,64589.0,(0.0009259440515765174-0.0015658933758478232j),24.143594113252234,0.23785303288673715,117.45383522727273,-69,124,-32,47,1,22,-8,21,-15,15,-12,9,-9,2,-3,5,-5,4
297,Country,13.4527611752233,0.15220077335834503,44548.0,(0.0007038390633028926-0.0018055464006647038j),24.583819748922192,0.20143695393742095,112.34714673913044,-148,126,-19,52,8,17,-8,17,-15,13,-10,9,-1,1,-2,3,-3,2
298,Country,17.787699488277582,0.174049511551857,40903.0,(-0.00030037740533645754+0.005727456190607273j),25.42089456944594,0.22556863452354345,117.45383522727273,-139,128,-20,49,-2,16,-8,9,-20,2,-11,3,-6,-3,-2,1,-4,1
299,Country,27.11375409823951,0.21567043662071228,71732.0,(0.002166630479290291+0.0016449181724611653j),22.504750351025393,0.2582761544595633,143.5546875,-42,106,-24,44,-12,20,-16,18,-18,15,-15,8,-9,6,-8,4,-9,1
300,Disco,12.459421177082094,0.13617314398288727,64207.0,(-0.0022951867222208698-3.6774021871118557e-07j),17.226322339898324,0.25963670312774295,117.45383522727273,-111,94,12,16,8,15,-1,7,0,-1,-3,-5,-3,0,-2,-1,-5,1
301,Disco,17.399620701995033,0.17287787795066833,125794.0,(0.0017360124825402266-0.0005158644277696892j),17.773898150509325,0.25871238614310604,117.45383522727273,-28,51,-7,21,8,18,6,6,0,11,-1,1,-2,-1,-3,0,0,2
302,Disco,14.440398930028882,0.1573387235403061,101641.0,(-0.0019628026503909998-0.0001269695591627709j),18.995059918309025,0.26080118935618085,112.34714673913044,-53,57,21,11,18,1,0,2,-5,2,3,-5,-3,0,-2,-1,-1,-3
303,Disco,20.805343064939482,0.19203606247901917,100023.0,(-0.0012213097890404962-0.003358732451221968j),17.30702260811331,0.2540811858931766,129.19921875,-44,52,3,43,12,24,4,15,2,10,-1,8,0,4,-1,2,-2,-3
304,Disco,8.360686469852654,0.10851957648992538,112006.0,(0.0009567584313653568+0.00016547891173857476j),18.524406197972038,0.2755265030629842,123.046875,-83,64,5,2,0,6,1,1,-1,1,2,0,2,-3,0,0,-1,0
305,Disco,23.38320065675182,0.20314273238182068,96726.0,(0.0032031486160548567+0.0011957665850194324j),18.073479055952753,0.2603483824919684,107.666015625,-24,73,-11,28,6,2,8,12,-4,13,1,0,0,2,-3,0,0,-3
306,Disco,19.948352259184222,0.18736892938613892,108451.0,(0.0022006777518758583+0.003167342148982266j),17.983525515897394,0.2601485062382536,123.046875,-14,65,-19,31,-4,11,9,5,-3,9,-4,3,-4,-1,0,-2,-4,-2
307,Disco,15.548952464690634,0.15263348817825317,92985.0,(-0.0008454108359992642+0.004904631298931493j),18.792413654015494,0.26544925542797465,129.19921875,-53,56,-6,31,4,16,4,1,0,2,0,0,0,0,-1,-2,0,0
308,Disco,21.487927446787097,0.18344007432460785,109409.0,(0.001020630233783464+0.0026347057087098905j),17.83904409169171,0.27322965908193847,123.046875,-32,65,-26,30,5,11,-2,10,-2,5,-3,0,0,3,-3,0,0,1
309,Disco,8.214002214493165,0.11456020176410675,113120.0,(-0.0011853064424225531-0.0005299685093091729j),18.993527454751245,0.27057951020324916,129.19921875,-68,63,-15,28,8,7,-4,9,0,-1,-6,-3,-1,-6,-6,-5,-4,-5
310,Disco,29.34063864545987,0.22929643094539642,99592.0,(-0.010485162206196646+0.005316864636796236j),16.888098313957038,0.2634592336248232,107.666015625,-6,61,-16,27,7,16,4,11,0,9,3,5,-1,1,0,0,0,4
311,Disco,19.325190163867177,0.18543359637260437,86791.0,(0.0009859504354513369+0.002382121048939247j),19.41168212562476,0.25565457175487105,95.703125,-41,62,7,12,6,9,3,13,0,8,-2,-7,-3,-1,0,-3,-5,-9
312,Disco,17.665604960326075,0.17058499157428741,87345.0,(0.0002878017839514266-0.00020222897563452422j),17.426370338780448,0.26207375684167206,112.34714673913044,-57,68,-15,23,14,13,2,12,0,12,0,3,0,1,0,2,2,4
313,Disco,16.15696635505268,0.1650557667016983,105714.0,(0.0011202379719660637+0.0014235179811543117j),18.16334099083566,0.2684031989602711,89.10290948275862,-40,56,23,31,2,2,-2,3,1,3,0,-1,-2,-5,-3,-7,-3,-2
314,Disco,16.062665156281234,0.1714119166135788,103502.0,(0.0011646999211826147-0.003332194961667104j),18.111685348705997,0.2561096602131429,103.359375,-23,61,0,25,0,6,2,6,0,9,-5,1,-2,0,-1,0,-6,-3
315,Disco,24.950840319123635,0.21295690536499023,59814.0,(0.0015191954052825671-0.0006889179878654509j),18.933654160480643,0.2642372083138369,123.046875,-46,103,22,9,2,-4,4,0,-9,-1,0,-5,-1,-3,-4,0,-2,0
316,Disco,22.659839516250823,0.20151180028915405,76427.0,(0.001714918217326305-0.00012480853436193398j),17.826083991098056,0.25817446105177794,123.046875,-35,83,-2,32,9,4,0,11,-2,7,0,3,3,4,-3,0,-3,0
317,Disco,8.688464694569998,0.10852213948965073,79990.0,(-0.0008736130543463219+1.2249561269851265e-05j),18.557224110066908,0.27465276751243883,123.046875,-98,92,2,19,3,-1,-1,-3,-9,-4,-5,-5,-4,-3,-1,-5,-4,-2
318,Disco,11.030574549173926,0.1331876963376999,95154.0,(0.0008692624431437954-0.0011459515387684377j),19.494357124288932,0.264128992423136,123.046875,-73,71,12,1,4,10,3,0,-5,9,-2,3,0,3,0,0,1,1
319,Disco,12.709301768677857,0.1422906070947647,68706.0,(-0.0012313903537344878-0.00026592042873663983j),18.606491379507403,0.26617874335496106,117.45383522727273,-95,109,-30,16,20,11,3,6,5,8,0,0,0,-1,0,0,-3,-2
320,Disco,8.371508145960204,0.12233085930347443,68427.0,(-0.00013251200824385056+7.03009803840912e-05j),20.57080197244826,0.262533653129229,161.4990234375,-104,105,-14,36,-10,16,-6,8,-4,0,-10,0,-1,2,0,-3,-4,-6
321,Disco,7.391607851360126,0.10677161067724228,82221.0,(-0.0013368761670465273-0.0026732692977801454j),17.442876395611407,0.2522515000931828,107.666015625,-115,70,31,11,13,3,1,4,-1,3,-1,0,-1,0,-2,-2,-6,-5
322,Disco,11.790820189265496,0.12985940277576447,114583.0,(0.0017311737931830357-0.005602458482566346j),17.807457636035107,0.26777720634708824,123.046875,-71,46,21,29,9,2,8,2,-2,0,0,-1,-3,-3,-5,-2,-2,-1
323,Disco,17.26499088623252,0.17497102916240692,100077.0,(3.324192975330219e-05+0.0021346321961145717j),17.912865336754862,0.2620943699355844,112.34714673913044,-32,60,3,18,4,0,-2,1,-4,3,-6,-4,-2,-1,-3,-2,1,4
324,Disco,12.487534511561757,0.13482823967933655,79653.0,(0.002300922548123321-0.0013969667997260492j),19.45688193560491,0.27009240222009895,129.19921875,-69,83,-16,0,7,0,1,4,-1,3,-2,-8,-5,0,-3,-1,4,3
325,Disco,7.7092768377664065,0.10183104872703552,66069.0,(-0.001579106941384845-8.255719940224739e-05j),18.931271239710142,0.2676915302416084,123.046875,-124,90,-11,10,-1,-3,0,-3,-3,0,-5,-3,-4,-4,-5,-5,-4,-1
326,Disco,11.25759003992925,0.1406308263540268,87233.0,(-0.00014126323032799846+0.004035543940701041j),18.544348974053317,0.2614855155524929,117.45383522727273,-68,66,11,21,9,6,1,3,0,4,-4,0,-1,0,-1,-2,2,1
327,Disco,8.62469237266009,0.10947141796350479,67018.0,(0.0017820703405318395-0.0014636926548145534j),17.559899997988186,0.25764897732012415,112.34714673913044,-155,60,23,31,25,16,9,8,5,6,5,3,7,2,4,4,0,0
328,Disco,16.970600803475612,0.1662430614233017,131528.0,(0.0002975528743377564-0.002690137427459046j),17.081616113624854,0.27077346589001683,123.046875,-20,53,5,10,17,9,4,6,0,1,3,0,-5,2,0,2,0,-1
329,Disco,12.780483762715631,0.1415805071592331,91824.0,(0.0016626865490108932+0.0012257535830244083j),18.89664443672214,0.26885353655226657,103.359375,-58,68,-8,3,5,3,13,-1,1,3,-3,0,-2,-8,-4,-6,0,-2
330,Disco,17.16585480985941,0.16144075989723206,99895.0,(-0.0013830199454993193-0.004267322423808315j),17.6803902877435,0.2647478223142053,135.99917763157896,-40,63,4,16,12,9,4,5,0,0,2,-1,-1,-2,-6,-4,-4,-5
331,Disco,8.146543999915266,0.11163025349378586,115126.0,(-0.001521091392684577+7.299375405391231e-05j),17.42797746784661,0.27070516196422173,123.046875,-66,58,-8,15,5,7,4,-3,-1,1,-5,-3,-3,-1,-3,-1,-4,-3
332,Disco,8.570202010225257,0.10427207499742508,81707.0,(-0.0010482326517893903-0.0012484321924988492j),19.73429568147004,0.26259297369759416,112.34714673913044,-123,86,-22,6,8,12,0,0,-3,2,0,0,-3,-5,-1,0,-1,4
